arrest_id,prisoner_id,weight,height,arrest_date,bond_amount,release_flag
A-06266,P-05724,200,187.42000000000002,2019-03-09,1600,1
A-17832,P-03905,115,162.56,2018-08-04,2500,1
A-03689,P-11775,180,184.34,2019-03-14,100000,0
A-06946,P-04493,120,172.64000000000001,2017-07-02,8100,1
A-29035,P-04493,155,152.94,2017-12-03,400000,0
A-17386,P-04493,160,149.94,2017-12-01,75000,1
A-20659,P-04493,160,153.94,2017-12-15,25000,1
A-04290,P-18377,145,162.1,2018-08-23,1000,1
A-17327,P-17232,145,148.4,2017-11-10,1250,1
A-24716,P-15516,285,175.8,2017-04-20,3000,1
A-29262,P-17269,190,174.18,2019-02-22,2500,1
A-11516,P-17269,170,171.72,2019-05-10,1000,1
A-21859,P-11240,135,163.56,2017-11-20,5000,0
A-12159,P-11240,180,157.56,2019-05-24,3000,1
A-09384,P-03552,235,171.72,2019-03-17,30000,1
A-04673,P-13050,270,195.04,2017-05-07,1000,1
A-24062,P-16949,195,175.34,2017-10-25,2500,0
A-11688,P-18284,175,185.88,2017-10-30,5000,1
A-21191,P-12202,300,176.26,2017-12-24,2500,1
A-06130,P-07839,165,178.26,2018-08-20,2000,1
A-23689,P-06105,160,171.18,2018-08-13,2500,1
A-07812,P-00239,155,184.88,2018-09-05,6000,1
A-22469,P-10856,190,178.8,2018-07-24,2500,1
A-02417,P-10856,185,182.8,2018-12-30,8000,1
A-21605,P-10856,205,177.8,2019-01-31,55000,1
A-29908,P-10856,190,176.8,2019-01-18,16000,1
A-23072,P-10856,205,181.8,2019-06-25,1500,1
A-06757,P-09552,150,159.94,2018-04-10,7500,1
A-12547,P-03190,250,179.34,2017-12-02,76000,0
A-13927,P-03428,190,187.42000000000002,2018-10-22,3500,1
A-03493,P-03428,175,184.96,2017-04-29,15500,1
A-07731,P-03428,175,187.96,2017-05-12,5000,1
A-17508,P-02354,160,151.94,2017-05-12,2500,1
A-22526,P-02354,185,169.64000000000001,2017-09-26,3000,1
A-29063,P-00044,175,182.96,2017-09-04,1500,1
A-22876,P-01803,420,167.64000000000001,2018-09-02,0,1
A-21193,P-05168,135,167.18,2018-07-26,75000,0
A-16528,P-08614,275,187.88,2017-10-07,15000,1
A-20245,P-05626,155,181.8,2017-07-15,4000,1
A-29013,P-05626,185,179.34,2018-06-15,2000,1
A-31930,P-05626,195,183.34,2019-07-18,1200,1
A-30544,P-09544,165,157.56,2019-06-09,1500,1
A-26094,P-09544,140,163.02,2019-07-02,4000,1
A-19534,P-19301,190,184.34,2017-04-18,7000,1
A-31935,P-19301,190,185.34,2017-04-28,7000,1
A-17863,P-10002,165,169.72,2017-05-16,5000,1
A-22649,P-10002,170,168.64000000000001,2017-10-14,40000,1
A-11670,P-10002,170,170.64000000000001,2018-11-08,80000,0
A-00108,P-16625,270,177.34,2018-12-23,0,1
A-23539,P-15570,185,174.18,2018-02-23,1000,1
A-27092,P-15570,175,182.8,2019-07-14,1500,1
A-02906,P-04788,143,147.4,2018-06-30,2000,0
A-08109,P-04788,130,154.48,2019-02-04,500,1
A-22849,P-00169,208,182.42000000000002,2018-12-14,10000,1
A-21884,P-00169,180,169.72,2019-02-24,125000,0
A-10866,P-13413,175,176.72,2018-05-08,400,0
A-04150,P-13413,175,175.72,2018-05-12,4000,1
A-08568,P-13413,175,172.18,2018-07-30,9400,1
A-16628,P-13413,155,181.34,2018-10-29,2000,0
A-31482,P-13413,155,184.34,2018-11-01,4000,1
A-01457,P-17184,200,188.96,2017-06-10,2500,0
A-29637,P-08212,140,167.64000000000001,2017-04-08,5500,1
A-13020,P-08212,140,173.72,2017-05-17,6000,1
A-13480,P-08212,140,175.72,2018-07-21,5000,1
A-11124,P-17234,220,172.18,2018-12-02,25500,1
A-05750,P-03872,145,185.34,2018-03-25,5000,1
A-08548,P-03872,170,176.34,2019-07-08,12500,1
A-20182,P-19357,190,180.34,2018-02-18,1000,1
A-16695,P-10395,170,180.34,2019-02-06,0,1
A-22531,P-13621,185,189.04,2018-09-21,1000,1
A-21331,P-09602,205,169.72,2017-04-10,2000,1
A-15105,P-09602,220,171.72,2017-04-06,1000,1
A-01179,P-05064,165,187.42000000000002,2019-03-16,18000,1
A-27686,P-05064,150,177.88,2019-03-02,9000,1
A-22962,P-01313,195,187.96,2018-12-22,0,1
A-30094,P-01313,170,182.96,2019-02-03,500,1
A-07144,P-01313,175,177.88,2018-09-05,2500,1
A-26306,P-18862,270,163.64000000000001,2017-04-26,10000,1
A-23169,P-18862,245,164.64000000000001,2018-09-22,0,0
A-19404,P-02311,300,161.02,2018-08-12,0,1
A-02717,P-13387,190,162.48,2018-01-29,1000,1
A-05056,P-18429,185,178.26,2019-07-11,1500,1
A-25758,P-00211,153,170.18,2018-11-24,2500,1
A-28972,P-03486,160,170.26,2018-11-28,2000,1
A-04167,P-03486,140,166.64000000000001,2019-03-28,1000,1
A-16906,P-00144,135,161.1,2018-12-20,22000,1
A-32516,P-00144,122,156.02,2018-04-04,1000,1
A-09083,P-18842,200,179.34,2019-04-21,0,1
A-08853,P-18884,190,185.96,2019-05-12,6500,0
A-09423,P-18884,180,185.96,2018-07-23,64000,0
A-19933,P-09827,160,170.18,2017-05-16,1000,1
A-32615,P-08625,150,170.18,2017-10-15,7500,1
A-31626,P-08625,155,165.18,2017-10-10,122500,0
A-04268,P-09643,185,197.04,2017-08-19,3000,1
A-20130,P-09643,185,198.04,2018-10-30,5000,1
A-30707,P-18482,220,181.34,2018-07-12,15000,0
A-32591,P-01682,230,198.04,2017-08-16,500,1
A-32522,P-01682,225,188.04,2017-11-25,2000,1
A-02540,P-03235,255,179.8,2018-03-21,0,1
A-21516,P-14543,210,181.8,2019-01-24,1500,1
A-02796,P-03705,155,157.02,2017-09-20,1000,1
A-15211,P-01427,172,177.34,2018-08-23,50000,0
A-10001,P-02560,235,187.88,2019-05-14,10000,1
A-08318,P-02560,200,179.88,2019-06-01,30500,1
A-20362,P-09290,205,198.04,2018-05-15,10000,0
A-15875,P-09685,202,166.64000000000001,2017-10-06,2500,1
A-28693,P-16936,165,184.96,2019-04-27,2500,1
A-26546,P-12508,247,196.04,2018-07-21,17500,1
A-23856,P-16953,140,191.96,2018-10-21,10000,1
A-21201,P-08084,150,168.1,2017-11-14,2000,1
A-20433,P-08084,150,172.64000000000001,2018-06-24,6000,1
A-08233,P-08481,155,173.26,2017-07-12,500,1
A-31542,P-08481,160,179.26,2017-07-12,2500,1
A-09469,P-08481,150,170.26,2017-08-08,20000,0
A-27254,P-15448,180,186.88,2019-06-17,0,1
A-14818,P-15448,165,176.26,2018-01-12,5000,1
A-01669,P-15448,165,177.88,2018-12-24,45000,0
A-27460,P-18653,260,166.18,2018-10-21,2000,1
A-21325,P-15835,145,166.1,2018-03-16,500,1
A-23758,P-15835,110,164.56,2018-09-15,3000,1
A-11038,P-06834,155,168.18,2017-08-13,19000,1
A-15463,P-00221,250,190.5,2018-12-24,500,1
A-24782,P-05736,200,170.64000000000001,2017-05-20,5000,1
A-26492,P-05736,200,171.64000000000001,2017-05-16,5000,1
A-00149,P-05736,210,168.72,2018-01-26,2500,0
A-10890,P-05736,215,167.72,2018-08-09,5000,1
A-15500,P-17880,125,165.1,2019-03-17,10000,1
A-25771,P-07189,170,189.42000000000002,2017-07-11,43000,0
A-14600,P-07189,190,188.42000000000002,2017-08-11,10000,1
A-22660,P-09145,125,162.64000000000001,2018-12-07,500,0
A-09977,P-13026,140,170.26,2019-07-08,0,1
A-25070,P-07394,195,177.72,2017-05-25,65000,1
A-30208,P-17284,165,177.8,2017-08-09,1500,1
A-08163,P-09101,180,190.96,2017-08-25,2500,1
A-03543,P-09604,170,188.96,2017-07-10,1500,1
A-13269,P-09604,155,195.5,2019-02-26,9000,1
A-32241,P-09604,165,195.5,2019-05-01,15000,1
A-19691,P-05338,140,161.56,2019-05-20,1000,1
A-10847,P-08961,170,170.64000000000001,2017-07-15,7000,1
A-27294,P-05699,195,177.88,2019-05-02,53000,1
A-02972,P-05699,190,179.88,2019-06-30,6500,1
A-11718,P-06654,185,187.88,2018-08-25,18000,0
A-12578,P-06654,185,180.88,2018-09-30,10000,0
A-01355,P-06654,195,183.34,2019-06-14,1500,1
A-00188,P-06654,200,176.34,2019-06-27,6000,0
A-06533,P-11267,190,156.02,2017-08-28,1500,1
A-09269,P-02379,170,191.5,2017-04-04,6000,1
A-06408,P-02379,180,195.5,2017-07-27,5000,0
A-18214,P-02379,170,194.5,2018-04-13,5000,1
A-04813,P-02379,180,197.04,2018-05-12,0,1
A-23954,P-02379,180,192.04,2017-09-03,5000,1
A-30506,P-13406,180,187.88,2017-08-15,2500,1
A-14768,P-07722,255,167.72,2017-07-06,2500,1
A-02830,P-00893,161,161.1,2017-12-13,2000,1
A-28059,P-14059,165,181.8,2018-04-21,5000,0
A-12033,P-14059,185,171.72,2018-06-10,2500,1
A-15126,P-09637,185,160.1,2018-11-03,7000,1
A-27483,P-04066,195,186.88,2019-07-12,500,1
A-16710,P-08366,170,182.88,2018-06-03,1500,1
A-14045,P-08366,165,176.8,2019-06-15,500,1
A-08736,P-08366,150,179.88,2018-07-20,22500,1
A-17928,P-08366,160,181.88,2019-01-11,10500,1
A-08378,P-09071,237,178.8,2017-11-26,500,1
A-24452,P-19390,155,176.8,2018-10-15,110000,0
A-32561,P-19390,152,173.8,2017-05-24,3500,1
A-08235,P-19390,160,181.8,2018-05-24,3000,0
A-16426,P-19390,150,176.26,2018-04-23,2000,1
A-19099,P-19390,147,184.34,2019-02-24,500,1
A-07431,P-00791,240,173.26,2017-10-26,5000,1
A-04189,P-06630,230,176.34,2018-10-29,1500,0
A-01180,P-07338,165,171.18,2017-08-27,0,1
A-02302,P-14498,130,166.56,2018-02-06,500,0
A-09243,P-14498,120,164.1,2017-06-30,1500,1
A-08459,P-14498,125,165.56,2017-08-17,4000,0
A-07380,P-05929,185,165.18,2018-11-22,0,0
A-15712,P-11278,155,163.1,2017-07-10,10500,0
A-09280,P-11278,140,170.1,2018-05-30,4000,1
A-18474,P-06025,165,167.64000000000001,2019-05-29,130000,0
A-28153,P-04300,145,179.88,2019-05-04,0,1
A-09189,P-02010,180,186.96,2018-01-13,1000,1
A-27414,P-00883,120,168.1,2017-05-20,15000,1
A-24868,P-00883,125,167.1,2018-09-18,10000,0
A-13653,P-00883,120,172.64000000000001,2017-08-02,5000,0
A-15710,P-07696,160,172.72,2017-06-21,1500,1
A-02924,P-16303,170,172.26,2019-04-18,100000,1
A-05370,P-16303,159,174.72,2019-06-13,500000,0
A-01951,P-05899,205,180.8,2019-02-22,500,1
A-26823,P-08120,160,163.64000000000001,2017-07-23,1000,1
A-19671,P-07347,165,179.8,2017-07-29,30000,0
A-22041,P-07347,150,174.72,2017-10-07,10700,1
A-28944,P-04209,160,168.18,2018-07-19,1500,1
A-17077,P-15091,145,198.04,2019-05-06,3000,1
A-28578,P-15091,150,194.5,2019-08-01,2500,1
A-10038,P-15091,135,186.5,2018-09-25,1500,1
A-11832,P-15091,145,194.04,2019-05-29,6000,1
A-03862,P-09713,127,174.26,2018-06-29,1000,1
A-16303,P-09713,150,175.26,2018-08-16,2500,1
A-06120,P-19068,200,179.88,2018-08-20,1500,1
A-20316,P-19068,220,185.88,2017-12-06,2000,1
A-26392,P-19068,205,183.88,2018-06-14,500,1
A-25879,P-19278,140,166.18,2019-07-18,5000,1
A-21319,P-08622,209,183.88,2019-05-25,2000,1
A-24000,P-10770,150,183.42000000000002,2017-06-13,1000,1
A-16000,P-05130,210,182.34,2017-05-28,1000,1
A-26949,P-11096,170,177.88,2018-11-22,1000,1
A-04993,P-15584,135,156.94,2019-02-16,2000,1
A-00700,P-01751,190,183.42000000000002,2017-06-21,6000,1
A-21986,P-09911,155,173.18,2017-06-10,2000,0
A-12564,P-03684,305,172.64000000000001,2018-09-20,2500,1
A-17941,P-05986,200,192.5,2018-10-14,2500,1
A-32277,P-05159,150,159.02,2017-06-23,500,1
A-20886,P-09483,175,182.88,2017-10-28,12500,1
A-10105,P-09483,180,187.88,2017-12-27,11000,0
A-06082,P-09483,170,181.34,2018-02-22,5000,0
A-16161,P-09483,185,186.88,2018-04-05,31500,0
A-26484,P-07781,180,179.26,2018-03-23,5000,1
A-24438,P-11829,170,175.34,2017-11-12,111000,0
A-30296,P-11829,175,190.42000000000002,2018-12-08,0,0
A-08129,P-11829,185,190.42000000000002,2018-01-25,2500,0
A-32693,P-11829,190,180.42000000000002,2018-02-02,200000,1
A-10767,P-11829,175,184.42000000000002,2018-03-14,1000,1
A-30690,P-11829,170,190.42000000000002,2018-05-10,231000,1
A-24067,P-16224,305,185.34,2018-12-28,0,1
A-22752,P-17337,175,189.96,2017-09-19,500,1
A-06469,P-08059,235,177.88,2019-05-12,2500,1
A-00712,P-17450,180,171.18,2017-08-28,10000,1
A-04584,P-17450,165,177.72,2017-09-24,60000,0
A-18071,P-04141,165,175.26,2017-12-30,1500,1
A-26799,P-12766,205,182.42000000000002,2017-07-07,1500,1
A-27858,P-12700,140,165.1,2018-12-31,2500,1
A-21257,P-09755,182,180.26,2017-08-02,2000,1
A-15173,P-04610,223,177.8,2017-08-14,1500,1
A-15717,P-04610,220,179.8,2017-11-23,3000,1
A-03369,P-04610,220,173.8,2018-05-22,15000,1
A-06146,P-04610,220,179.8,2018-05-22,50000,1
A-05076,P-04610,225,177.8,2018-08-28,75000,1
A-19226,P-04610,220,180.8,2018-09-16,12500,0
A-10406,P-04610,220,182.8,2018-10-28,1000,1
A-32132,P-13612,135,165.02,2018-07-22,3000,0
A-28816,P-13612,155,167.64000000000001,2017-05-19,3000,1
A-08338,P-13612,160,161.02,2017-10-25,1000,1
A-06067,P-13612,158,164.02,2018-03-07,500,1
A-18053,P-17931,179,176.26,2019-03-02,0,1
A-26959,P-14007,135,164.02,2018-08-17,3000,1
A-26300,P-03684,285,161.1,2019-02-14,30000,1
A-18678,P-00312,118,174.26,2017-04-16,35000,1
A-03261,P-00312,135,171.26,2017-10-09,105000,0
A-28806,P-02470,240,207.2,2017-06-25,300,0
A-00674,P-02470,230,201.12,2017-03-23,300,1
A-19854,P-02470,235,201.12,2017-04-05,2000,0
A-09284,P-02470,235,199.12,2017-04-14,1500,1
A-10552,P-02470,220,193.58,2017-05-27,1500,1
A-04601,P-02470,220,202.2,2017-06-12,500,1
A-07500,P-02470,215,201.2,2017-06-12,2000,0
A-30565,P-02470,220,206.2,2017-07-01,3000,1
A-08195,P-02470,230,191.58,2017-07-06,500,0
A-23164,P-02470,235,193.58,2017-07-10,3000,1
A-08508,P-02470,225,203.2,2017-07-21,0,1
A-02792,P-16814,165,181.34,2017-10-12,2500,1
A-26527,P-09034,160,170.26,2018-03-18,3000,1
A-06830,P-09034,170,171.26,2018-07-29,2000,1
A-04243,P-17353,105,171.72,2017-06-06,82000,0
A-15154,P-17993,280,186.5,2018-10-11,0,1
A-01223,P-17993,255,187.5,2019-06-15,25500,1
A-08908,P-03743,160,172.72,2018-10-12,1000,1
A-07713,P-12327,255,169.18,2017-09-09,14500,1
A-10282,P-00173,160,175.18,2018-07-23,1000,1
A-06352,P-14865,190,166.64000000000001,2017-10-07,5000,0
A-13030,P-09182,250,191.04,2017-12-19,5000,1
A-19323,P-09182,230,196.04,2018-08-06,15000,0
A-17807,P-09182,234,186.96,2018-11-28,22000,1
A-05175,P-03107,170,167.72,2017-08-24,5000,1
A-23198,P-03107,175,170.72,2017-09-02,1500,1
A-09617,P-01900,197,168.18,2018-07-02,0,1
A-19476,P-01900,201,174.18,2018-11-09,3000,1
A-15018,P-01900,200,168.18,2017-11-21,1000,1
A-13671,P-01900,185,170.18,2017-12-10,4500,0
A-20124,P-01900,205,171.64000000000001,2018-08-29,500,1
A-01757,P-01900,160,168.64000000000001,2019-04-12,17000,0
A-15569,P-04663,150,164.1,2018-07-23,1500,1
A-31381,P-04663,197,179.8,2018-07-09,5000,1
A-15139,P-09882,155,178.8,2018-01-23,5000,1
A-07049,P-09882,155,182.8,2018-02-03,500,1
A-26940,P-12891,250,194.04,2017-06-05,125000,1
A-24737,P-05096,180,178.34,2017-12-18,500,1
A-22657,P-08865,180,174.8,2019-03-16,460,1
A-20335,P-02178,225,167.18,2017-07-03,750,1
A-20772,P-02178,225,173.18,2017-08-20,2500,0
A-31596,P-02178,200,168.18,2019-07-29,2500,1
A-27621,P-17546,185,178.88,2017-05-07,2500,1
A-17628,P-17546,170,183.34,2018-11-25,500,1
A-24621,P-17521,140,171.72,2017-09-23,16000,1
A-26170,P-17521,155,170.18,2018-08-21,80000,1
A-14583,P-17521,155,171.18,2018-11-01,213000,1
A-02786,P-17521,165,176.72,2019-01-31,5000,1
A-18317,P-17521,160,168.72,2019-07-12,11500,1
A-01526,P-00683,195,182.88,2019-05-25,7500,1
A-11895,P-00683,190,186.88,2017-12-30,65000,0
A-12828,P-00683,185,179.34,2018-10-28,30000,0
A-11305,P-00683,170,180.8,2018-11-10,55000,0
A-24102,P-00683,170,185.42000000000002,2019-03-26,8000,1
A-06446,P-06847,160,182.8,2017-11-12,3500,1
A-27993,P-06847,165,172.8,2017-10-30,2000,1
A-29822,P-13364,190,170.26,2017-06-29,3000,1
A-30163,P-13364,225,170.72,2018-08-31,2500,1
A-18668,P-05843,220,177.88,2017-10-29,19000,0
A-31283,P-10304,160,178.26,2019-05-02,500,1
A-14086,P-10304,185,179.26,2019-03-17,0,1
A-08460,P-10304,140,179.8,2019-05-16,750,1
A-01361,P-10304,155,177.34,2018-07-03,2500,1
A-31288,P-10304,155,180.34,2018-06-28,2000,1
A-22335,P-00166,184,162.56,2018-12-11,3000,0
A-25230,P-17994,225,184.34,2017-07-24,6000,1
A-12158,P-17994,215,185.88,2018-11-28,2000,1
A-11259,P-14456,165,168.72,2018-07-25,9000,0
A-09829,P-03711,190,183.96,2017-05-26,1500,1
A-13791,P-03711,160,190.96,2017-08-01,20000,1
A-29988,P-03711,160,183.96,2017-08-05,35000,1
A-05885,P-03711,150,191.96,2017-09-21,200000,0
A-31938,P-13636,140,160.1,2017-11-22,5000,1
A-29556,P-18659,150,176.72,2017-03-29,2500,1
A-07111,P-13339,130,155.02,2019-07-29,750,1
A-17840,P-04371,170,171.18,2018-05-31,30000,0
A-17391,P-04371,205,177.26,2018-04-21,8000,0
A-17798,P-04371,145,174.26,2018-06-28,10000,0
A-23017,P-04371,170,167.18,2018-09-05,2000,0
A-29546,P-14066,220,171.64000000000001,2017-09-05,1500,1
A-29949,P-00681,126,167.64000000000001,2018-02-06,500,1
A-30959,P-14148,175,178.26,2019-06-20,27000,1
A-05791,P-15112,260,171.64000000000001,2017-08-24,10000,0
A-10117,P-15112,285,162.64000000000001,2018-07-21,10000,0
A-04171,P-11561,145,161.56,2017-12-28,1000,1
A-15589,P-11561,150,148.4,2018-05-09,175000,1
A-28317,P-11561,145,179.8,2018-12-19,60000,0
A-18259,P-18228,153,180.34,2017-11-18,2500,0
A-04067,P-18228,155,181.34,2018-02-05,1500,1
A-20377,P-18228,150,177.34,2018-05-16,18000,0
A-14370,P-18228,180,175.34,2019-01-17,6000,0
A-25557,P-18228,150,183.34,2019-05-02,3500,1
A-15910,P-12763,150,173.26,2019-06-11,200,1
A-25176,P-06913,145,158.48,2018-11-24,0,1
A-32514,P-12217,100,179.26,2017-08-31,5000,1
A-27699,P-18845,180,186.42000000000002,2017-04-21,2000,1
A-16087,P-15595,130,161.02,2019-04-07,7500,1
A-01332,P-09039,150,170.72,2018-08-08,5000,1
A-29405,P-09039,153,178.26,2018-11-24,1200,1
A-29594,P-09039,155,177.72,2017-06-25,2500,1
A-26444,P-08493,145,163.1,2019-07-20,2500,1
A-22246,P-02694,170,170.18,2017-11-05,2000,1
A-20353,P-08140,225,178.8,2019-05-25,0,1
A-17598,P-07416,200,188.96,2018-11-02,50000,0
A-24873,P-07416,200,187.96,2019-07-01,100000,0
A-02111,P-13765,230,172.8,2019-06-11,1500,1
A-31017,P-13765,200,177.8,2019-07-01,1000,1
A-11251,P-13765,185,178.26,2019-06-21,2500,1
A-28505,P-13765,185,173.26,2019-07-16,1000,0
A-00103,P-16762,220,167.1,2017-12-05,500,1
A-09212,P-16762,215,164.1,2017-10-30,2500,1
A-26708,P-03812,190,167.64000000000001,2019-04-09,36250,1
A-13281,P-10882,170,174.72,2017-10-19,5000,1
A-30368,P-10882,180,172.72,2018-12-28,1500,1
A-00705,P-14347,210,173.72,2017-09-29,6000,1
A-22964,P-03033,255,169.18,2017-07-05,60000,1
A-00027,P-03033,265,165.18,2018-04-24,120000,0
A-31131,P-16596,157,173.26,2017-11-06,0,1
A-16939,P-16596,170,176.8,2017-12-31,500,1
A-27485,P-08292,170,164.1,2018-01-24,5500,1
A-14940,P-08292,170,164.1,2018-02-03,45000,1
A-14491,P-08292,160,160.1,2018-04-22,5000,1
A-15251,P-08292,160,164.64000000000001,2018-07-02,4000,1
A-11623,P-08292,150,170.64000000000001,2018-12-20,11500,0
A-18421,P-18878,145,175.18,2018-04-30,30000,0
A-04449,P-03757,225,177.72,2018-10-09,26500,1
A-15113,P-18793,200,186.88,2017-07-24,2500,1
A-00973,P-14922,230,186.96,2018-11-12,10000,0
A-09211,P-14922,210,189.96,2017-10-28,10000,0
A-17447,P-01681,237,179.88,2019-05-21,500,1
A-27844,P-01783,203,172.72,2017-11-24,1000,1
A-05446,P-17761,165,179.8,2018-09-01,500,1
A-03051,P-17761,170,182.8,2018-08-21,1500,1
A-11677,P-09056,155,178.8,2019-01-24,3000,1
A-27919,P-03815,303,190.96,2017-04-28,12000,1
A-22685,P-04969,125,155.48,2018-10-06,3000,0
A-02526,P-12929,165,171.26,2018-06-29,11000,1
A-00605,P-14746,215,188.5,2018-01-01,2500,1
A-06955,P-02200,150,171.64000000000001,2017-06-03,0,1
A-28026,P-10460,205,177.8,2017-08-08,10000,0
A-31554,P-05052,170,176.34,2017-11-04,3000,1
A-15304,P-08500,190,187.88,2017-10-04,9000,0
A-19195,P-08500,185,182.42000000000002,2018-06-07,500,1
A-22160,P-08500,193,188.42000000000002,2019-04-26,1000,0
A-06647,P-11170,185,167.18,2018-05-12,3500,1
A-05488,P-06450,235,166.64000000000001,2017-12-29,5000,1
A-11614,P-09487,160,180.8,2017-08-30,7000,0
A-07219,P-15096,120,163.1,2019-01-06,500,1
A-25841,P-02476,280,161.56,2018-04-01,9500,0
A-27208,P-02476,275,156.4,2019-05-06,11000,0
A-27150,P-17202,155,165.1,2017-05-27,10000,0
A-32118,P-15834,155,182.8,2018-10-03,0,0
A-15524,P-03783,270,176.26,2017-05-19,500,1
A-26749,P-15796,155,157.56,2019-03-19,2500,1
A-25914,P-00920,105,157.4,2019-06-25,1500,1
A-12108,P-09801,145,172.64000000000001,2018-02-22,500,1
A-29536,P-14537,115,153.48,2017-04-16,0,1
A-14147,P-12013,154,178.26,2018-11-12,1000,1
A-01823,P-07727,204,180.8,2019-04-17,2500,1
A-05420,P-02102,170,175.34,2018-09-27,7500,1
A-12264,P-07907,190,170.64000000000001,2019-04-03,5500,1
A-03011,P-08128,280,182.8,2017-10-14,2500,1
A-27345,P-08128,255,172.8,2018-09-02,20000,0
A-03371,P-11709,185,162.1,2017-12-09,2500,1
A-11289,P-17386,100,157.48,2017-08-01,60000,0
A-31384,P-17386,120,155.48,2018-02-10,5000,0
A-19995,P-07876,175,167.1,2018-07-16,500,1
A-01225,P-14953,200,170.1,2019-06-19,0,1
A-06931,P-17851,270,170.18,2019-07-23,2000,1
A-20167,P-03799,120,154.48,2018-09-12,0,1
A-18884,P-03158,280,161.1,2017-09-21,2500,1
A-02516,P-03694,165,189.96,2017-05-30,9500,1
A-22430,P-02435,155,168.18,2017-07-28,10000,0
A-10226,P-14781,145,166.64000000000001,2018-04-10,0,1
A-14422,P-13838,225,174.26,2017-05-22,1000,1
A-13040,P-11709,185,169.64000000000001,2018-09-28,12500,1
A-29702,P-04618,170,178.26,2017-05-19,5000,0
A-29069,P-04618,160,171.26,2018-03-29,1000,1
A-29335,P-04618,155,179.26,2018-11-05,505,1
A-02074,P-08624,190,184.34,2018-10-20,500,1
A-06364,P-08626,255,172.8,2018-06-11,15000,1
A-26805,P-08626,350,173.8,2018-09-28,6000,0
A-08823,P-08626,270,175.8,2018-04-18,3000,1
A-04214,P-05063,175,168.18,2017-08-13,750,0
A-23529,P-15252,185,149.32,2017-10-08,1250,1
A-15439,P-08740,155,177.88,2019-04-18,10000,1
A-15863,P-04732,145,169.72,2017-10-07,0,1
A-11914,P-01642,150,156.02,2017-12-08,50000,1
A-12751,P-00440,150,176.26,2017-07-12,1000,1
A-03954,P-12105,175,185.34,2019-04-24,5000,1
A-30979,P-12105,170,184.34,2019-04-15,20000,0
A-00908,P-12105,175,177.34,2019-05-15,42000,1
A-14643,P-02791,265,184.88,2018-11-27,7500,1
A-00292,P-03694,165,181.88,2017-06-21,54000,0
A-01458,P-03694,170,187.96,2017-04-29,19500,0
A-30599,P-03694,200,191.96,2017-07-01,10000,1
A-26923,P-03478,190,187.96,2018-10-23,8000,1
A-24582,P-09618,165,167.1,2019-05-14,5000,0
A-20244,P-09618,135,165.02,2019-05-16,750,1
A-04145,P-04670,220,188.96,2019-02-11,200000,1
A-28632,P-01791,255,179.8,2018-08-19,500,1
A-23862,P-13285,255,187.5,2018-02-15,500,1
A-04413,P-06579,160,190.96,2018-08-12,3000,0
A-29024,P-10916,280,189.42000000000002,2018-06-28,2500,1
A-12326,P-03986,235,167.18,2018-01-01,5000,0
A-02896,P-03986,235,171.18,2018-01-08,10000,1
A-22914,P-03986,235,171.18,2017-12-25,25000,1
A-10901,P-03986,240,172.18,2018-01-05,5000,0
A-19962,P-03986,195,173.18,2018-09-29,7500,0
A-03884,P-03744,145,168.1,2018-04-10,0,1
A-01200,P-03744,145,161.1,2018-04-22,7500,1
A-12786,P-05540,150,168.18,2018-05-21,10000,1
A-27179,P-02920,185,191.5,2019-06-16,40000,1
A-13095,P-09707,165,183.34,2018-06-18,500,1
A-26247,P-02125,157,171.72,2017-08-26,2500,1
A-13353,P-17578,155,161.1,2018-07-14,2000,1
A-01077,P-05543,120,164.1,2018-07-18,2500,1
A-31611,P-05543,130,162.02,2017-05-03,0,0
A-03603,P-05543,90,155.02,2018-12-20,16000,0
A-22763,P-15833,190,181.88,2018-08-04,500,1
A-01964,P-06771,200,182.8,2019-03-14,1000,1
A-24846,P-08436,161,194.04,2019-01-20,21500,0
A-10686,P-11295,180,178.34,2018-05-11,0,1
A-06950,P-11295,160,186.88,2018-07-29,5000,1
A-31345,P-11295,160,181.88,2018-10-11,1000,0
A-32692,P-11295,184,180.42000000000002,2019-03-29,5000,1
A-11505,P-10038,160,177.72,2017-08-24,5000,1
A-07912,P-12817,180,181.8,2019-01-11,18000,1
A-08060,P-04542,155,171.64000000000001,2018-06-24,5000,1
A-28634,P-18245,180,174.26,2017-10-14,16000,1
A-01988,P-18136,185,177.34,2017-04-24,1500,1
A-28134,P-18285,260,187.96,2018-08-05,10000,0
A-02742,P-18285,245,180.42000000000002,2018-12-15,6500,0
A-00964,P-03125,129,170.72,2019-04-30,0,1
A-02539,P-14768,112,163.02,2018-03-14,0,1
A-16981,P-09504,190,186.88,2018-09-25,1000,1
A-17673,P-19261,175,177.72,2019-02-28,15000,1
A-01272,P-09370,240,178.26,2017-07-10,8500,1
A-31185,P-03351,210,169.18,2018-09-07,0,1
A-03486,P-18402,160,186.42000000000002,2018-09-03,1000,1
A-26298,P-14215,175,175.18,2018-03-13,3500,1
A-29509,P-04598,250,187.5,2018-08-02,6500,1
A-14323,P-00176,172,195.58,2017-04-30,2000,1
A-29252,P-14450,230,165.18,2019-05-11,0,1
A-08368,P-13374,130,161.1,2019-02-25,40000,0
A-27126,P-09814,205,182.34,2019-02-07,31000,1
